_id,SectionID,Highway,DIR,FROM_Distance,TO_Distance,PCI,DMI,IRI,Pave_Type,Pavement_Section_From,Pavement_Section_To,FUNC_CLASS
923,,401,W,769.347,779.828,88.02,9.79,1.46,PC,0.9 E OF ESSEX RD 42 - IC 56 (BAPTISTE CREEK BR),1.13KM WEST OF HWY 77 - IC 48,FWY
924,,401,W,779.828,789.773,88.91,9.76,1.36,PC,1.13KM WEST OF HWY 77 - IC 48,0.97KM W OF LAKESHORE RD 123,FWY
925,,401,W,789.773,797.033,86.58,9.79,1.59,PC,0.97KM W OF LAKESHORE RD 123,1.19KM W OF LAKESHORE RD 113,FWY
926,,401,W,797.033,807.164,89.63,9.72,1.27,PC,1.19KM W OF LAKESHORE RD 113,1.57KM W OF MANNING RD,FWY
927,,401,W,807.164,811.192,88.45,9.79,1.42,PC,1.57KM W OF MANNING RD,433M E OF CON. RD 8,FWY
928,,401,W,811.192,813.053,93.88,9.41,0.93,AC,433M E OF CON. RD 8,HWY 401 ENDS,FWY
929,,401,E,428.117,434.389,74.58,7.7,1.04,CO,BROCK RD.,PICKERING:ROUGEMOUNT DR UP,FWY
930,,401,E,434.389,441.724,74.78,7.88,1.16,CO,PICKERING:ROUGEMOUNT DR UP,SCARBOROUGH-NEILSON RD IC-385,FWY
931,,401,E,441.724,443.527,80.15,8.6,1.22,CO,SCARBOROUGH-NEILSON RD IC-385,SCARB-MARKHAM RD-HWY 48 IC-383,FWY
932,,401,E,443.527,449.251,78.2,8.39,1.24,CO,SCARB-MARKHAM RD-HWY 48 IC-383,SCARBOROUGH-WARDEN AV IC-378,FWY
933,,401,E,449.251,451.916,68.92,8.18,1.92,CO,SCARBOROUGH-WARDEN AV IC-378,HWY 404 IC-375-DON VALLEY PKWY-NORTH YORK,FWY
934,,401,E,451.916,457.954,58.61,7.07,2,CO,HWY 404 IC-375-DON VALLEY PKWY-NORTH YORK,NORTH YORK-HWY 11 IC-369-YONGE ST,FWY
935,,401,E,457.954,462.172,80.52,8.91,1.43,CO,NORTH YORK-HWY 11 IC-369-YONGE ST,ALLEN RD IC,FWY
936,,401,E,462.172,467.911,88.78,9.29,0.97,CO,ALLEN RD IC,HWY 400 IC (BASKETWEAVE),FWY
937,,401,E,467.911,471.768,64.91,7.19,1.52,CO,HWY 400 IC (BASKETWEAVE),KIPLING AVENUE,FWY
938,,401,E,476.094,482.309,85.29,8.9,1.14,AC,RENFORTH DR,HWY 410 IC,FWY
939,,401,E,482.309,485.813,84.67,9.74,1.73,PC,HWY 410 IC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,FWY
940,,401,E,485.813,488.743,83.79,9.76,1.82,PC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,EAST OF CREDIT RIVER,FWY
941,,401,E,488.744,493.77,98.87,10,0.65,AC,EAST OF CREDIT RIVER,WINSTON CHURCHILL BLVD,FWY
942,,401,E,496.771,497.251,98.87,10,0.65,AC,HWY 407/401 INTERCHANGE,1.4KM E OF TRAFALGAR RD IC-328-MILTON,FWY
943,,401,E,497.251,502.43,98.87,10,0.65,AC,1.4KM E OF TRAFALGAR RD IC-328-MILTON,E OF JAMES SNOW PKY,FWY
944,,401,W,428.117,434.389,77.94,7.95,0.92,CO,BROCK RD.,PICKERING:ROUGEMOUNT DR UP,FWY
945,,401,W,434.389,441.724,79.89,8.25,0.98,CO,PICKERING:ROUGEMOUNT DR UP,SCARBOROUGH-NEILSON RD IC-385,FWY
946,,401,W,441.724,443.527,75.12,8.32,1.47,CO,SCARBOROUGH-NEILSON RD IC-385,SCARB-MARKHAM RD-HWY 48 IC-383,FWY
947,,401,W,443.527,449.251,79.25,8.76,1.43,CO,SCARB-MARKHAM RD-HWY 48 IC-383,SCARBOROUGH-WARDEN AV IC-378,FWY
948,,401,W,449.251,453.978,83.44,8.77,1.06,CO,SCARBOROUGH-WARDEN AV IC-378,NORTH YORK-LESLIE ST IC 373,FWY
949,,401,W,453.978,462.172,84.39,8.95,1.11,CO,NORTH YORK-LESLIE ST IC 373,ALLEN RD IC,FWY
950,,401,W,462.172,467.911,86.91,9.06,0.97,CO,ALLEN RD IC,HWY 400 IC (BASKETWEAVE),FWY
951,,401,W,467.911,471.768,70,7.52,1.31,CO,HWY 400 IC (BASKETWEAVE),KIPLING AVENUE,FWY
952,,401,W,476.094,482.309,84.43,8.72,1.04,AC,RENFORTH DR,HWY 410 IC,FWY
953,,401,W,482.309,485.813,79.33,9.46,2.04,PC,HWY 410 IC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,FWY
954,,401,W,485.813,488.743,82.8,9.73,1.89,PC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,EAST OF CREDIT RIVER,FWY
955,,401,W,488.744,493.77,93.2,9.59,0.92,AC,EAST OF CREDIT RIVER,WINSTON CHURCHILL BLVD,FWY
956,,401,W,496.771,497.251,98.87,10,0.65,AC,HWY 407/401 INTERCHANGE,1.4KM E OF TRAFALGAR RD IC-328-MILTON,FWY
957,,401,W,497.251,502.43,98.87,10,0.65,AC,1.4KM E OF TRAFALGAR RD IC-328-MILTON,E OF JAMES SNOW PKY,FWY
958,,402,E,0,10.741,92.89,9.5,0.88,AC,HWY 401 IC,0.1 KM E OF WOODHULL RD,FWY
959,,402,E,10.741,18.263,92.89,9.5,0.89,AC,0.1 KM E OF WOODHULL RD,0.1 KM W OF IC 86 (MIDDLESEX ROAD 2),FWY
960,,402,E,18.263,23.586,95.38,9.72,0.78,AC,0.1 KM W OF IC 86 (MIDDLESEX ROAD 2),1.9 KM W OF IC 82,FWY
961,,402,E,23.586,31.213,93.79,9.66,0.92,AC,1.9 KM W OF IC 82,3 KM E OF IC 69,FWY
962,,402,E,31.213,38.15,94.33,9.54,0.71,AC,3 KM E OF IC 69,0.6 KM E OF IC 65 (MIDDLESEX RD 81),FWY
963,,402,E,38.15,46.2,96.72,9.74,0.63,AC,0.6 KM E OF IC 65 (MIDDLESEX RD 81),1.7 KM E OF KERWOOD RD IC 56,FWY
964,,402,E,46.2,47.902,94.91,9.56,0.65,AC,1.7 KM E OF KERWOOD RD IC 56,KERWOOD RD,FWY
965,,402,E,47.902,55.8,77.79,8.08,1.16,AC,KERWOOD RD,3.2 KM E OF NAUVOO RD IC 44,FWY
966,,402,E,55.8,67.489,84.25,8.7,1.04,AC,3.2 KM E OF NAUVOO RD IC 44,1.7 KM E OF HWY 21 IC 34,FWY
967,,402,E,67.489,75.621,94.31,9.61,0.79,AC,1.7 KM E OF HWY 21 IC 34,2.9KM E OF OIL HERITAGE RD IC 25,FWY
968,,402,E,75.621,86.991,84.41,9.72,1.74,PC,2.9KM E OF OIL HERITAGE RD IC 25,0.8KM EAST OF LAMBTON RD 26 IC-15,FWY
969,,402,E,86.991,98.9,95.07,9.47,0.87,CO,0.8KM EAST OF LAMBTON RD 26 IC-15,MURPHY ROAD,FWY
970,,402,E,98.9,102.238,93.84,9.7,0.96,AC,MURPHY ROAD,290M WEST OF FRONT STREET,FWY
971,,402,W,0,10.741,92.89,9.5,0.92,AC,HWY 401 IC,0.1 KM E OF WOODHULL RD,FWY
972,,402,W,10.741,18.263,92.89,9.5,0.94,AC,0.1 KM E OF WOODHULL RD,0.1 KM W OF IC 86,FWY
973,,402,W,18.263,23.586,95.97,9.76,0.75,AC,0.1 KM W OF IC 86,1.9 KM W OF IC 82,FWY
974,,402,W,23.586,28.64,91.21,9.4,0.95,AC,1.9 KM W OF IC 82,7 KM W OF GLENDON DR - IC 82,FWY
975,,402,W,28.64,31.904,95.42,9.79,0.86,AC,7 KM W OF GLENDON DR - IC 82,2.5 KM E OF HICKORY DRIVE,FWY
976,,402,W,31.904,33.67,96.53,9.74,0.65,AC,2.5KM E OF HICKORY DRIVE,.6 KM E OF IC 69 (MIDDLESEX ROAD 39/HICKORY DR),FWY
977,,402,W,33.67,38.15,95.15,9.69,0.78,AC,.6 KM E OF IC 69 (MIDDLESEX ROAD 39/HICKORY DR),0.6 KM E OF IC 65 (MIDDLESEX RD 81),FWY
978,,402,W,38.15,46.2,95.69,9.68,0.69,AC,0.6 KM E OF IC 65 (MIDDLESEX RD 81),1.7 KM E OF KERWOOD RD IC 56,FWY
979,,402,W,46.2,55.8,96.13,9.75,0.72,AC,1.7 KM E OF KERWOOD RD IC 56,3.2 KM E OF NAUVOO RD IC 44,FWY
980,,402,W,55.8,67.489,90.85,9.28,0.86,AC,3.2 KM E OF NAUVOO RD IC 44,1.7 KM E OF HWY 21 IC 34,FWY
981,,402,W,67.489,75.621,88.18,8.99,0.87,AC,1.7 KM E OF HWY 21 IC 34,2.9KM E OF OIL HERITAGE RD IC 25,FWY
982,,402,W,75.621,86.991,83.53,8.56,0.79,PC,2.9KM E OF OIL HERITAGE RD IC 25,0.8KM EAST OF LAMBTON RD 26 IC-15,FWY
983,,402,W,86.991,98.9,95.84,9.56,1.02,CO,0.8KM EAST OF LAMBTON RD 26 IC-15,MURPHY ROAD,FWY
984,,402,W,98.9,99.239,76.49,8.34,1.65,AC,MURPHY ROAD,400M West of MURPHY ROAD (Start of Concrete),FWY
985,,402,W,99.239,102.082,72.94,9.41,2.41,PC,400M West of MURPHY ROAD (Start of Concrete),290M WEST OF FRONT STREET,FWY
986,,402,W,102.082,102.5,88.78,9.32,1.65,AC,290M WEST OF FRONT STREET,BRIDGE ST & MARINA RD IC-SARNIA,FWY
987,,403,E,14.691,20.883,81.21,8.46,1.16,AC,1.0 KM W OF WINSTON CHURCHILL BLVD,FORD DR IC - QEW IC,FWY
988,,403,E,43.355,51.884,65.57,6.88,1.35,AC,QEW IC (FREEMAN IC),0.95 KM W OF HWY 6 IC (GUELPH RD),FWY
989,,403,E,51.884,56.776,84.22,8.72,1.07,AC,0.95 KM W OF HWY 6 IC (GUELPH RD),0.8KM W OF ABERDEEN AVE,FWY
990,,403,E,56.776,58.992,92.21,9.5,0.94,AC,0.8KM W OF ABERDEEN AVE,1.5KM E OF LINCOLN ALEXANDER PKWY IC,FWY
991,,403,E,58.992,66.678,91.08,9.38,0.95,AC,1.5KM E OF LINCOLN ALEXANDER PKWY IC,WILSON ST.,FWY
992,,403,E,66.678,76.9,96.15,9.76,0.73,AC,WILSON ST.,BRANT CO BDY,FWY
993,,403,E,76.9,85.5,92.52,9.49,0.89,AC,BRANT CO BDY,1 KM W OF GARDEN AVE IC,FWY
994,,403,E,85.5,92.166,87.25,9,1.64,AC,1 KM W OF GARDEN AVE IC,HWY. 2 BRANTFORD WEST LIMITS,FWY
995,,403,E,92.166,98.537,82.36,8.61,1.19,AC,HWY. 2 BRANTFORD WEST LIMITS,REST ACRES RD - HWY 7094,FWY
996,,403,E,98.537,101.141,80.67,8.7,1.52,AC,REST ACRES RD - HWY 7094,2.1 KM  W OF REST ACRES RD,FWY
997,,403,E,101.141,110.741,96.78,9.75,0.63,AC,2.1 KM  W OF REST ACRES RD,0.7 KM W OF BRANT RD 25,FWY
998,,403,E,110.741,112.94,86.29,8.81,0.9,AC,0.7 KM W OF BRANT RD 25,1.4 KM E OF WEST QUARTER TOWNLINE,FWY
999,,403,E,112.94,125.237,56.5,5.93,1.42,AC,1.4 KM E OF WEST QUARTER TOWNLINE,HWY 401 IC,FWY
1000,,403,N,0,4.426,91.45,9.4,0.92,AC,HWY 401/410 I/C,MISSISSAUGA - CENTRAL PKWY OP,FWY
1001,,403,N,4.426,14.691,80.72,8.3,1.03,AC,MISSISSAUGA - CENTRAL PKWY OP,1.0 KM W OF WINSTON CHURCHILL BLVD,FWY
1002,,403,S,0,4.426,86.9,8.87,0.89,AC,HWY 401/410 I/C,MISSISSAUGA - CENTRAL PKWY OP,FWY
1003,,403,S,4.426,14.691,80.23,8.22,1,AC,MISSISSAUGA - CENTRAL PKWY OP,1.0 KM W OF WINSTON CHURCHILL BLVD,FWY
1004,,403,W,14.691,20.883,87.03,9.1,1.15,AC,1.0 KM W OF WINSTON CHURCHILL BLVD,FORD DR IC - QEW IC,FWY
1005,,403,W,43.355,51.884,69.42,7.14,1.15,AC,QEW IC (FREEMAN IC),0.95 KM W OF HWY 6 IC (GUELPH RD),FWY
1006,,403,W,51.884,56.776,83.08,8.57,1.04,AC,0.95 KM W OF HWY 6 IC (GUELPH RD),0.8KM W OF ABERDEEN AVE,FWY
1007,,403,W,56.776,58.992,90.12,9.24,0.91,AC,0.8KM W OF ABERDEEN AVE,1.5KM E OF LINCOLN ALEXANDER PKWY IC,FWY
1008,,403,W,58.992,66.678,92.26,9.49,0.92,AC,1.5KM E OF LINCOLN ALEXANDER PKWY IC,WILSON ST.,FWY
1009,,403,W,66.678,76.9,96.35,9.74,0.68,AC,WILSON ST.,BRANT CO BDY,FWY
1010,,403,W,76.9,85.5,91.76,9.45,0.94,AC,BRANT CO BDY,1 KM W OF GARDEN AVE IC,FWY
1011,,403,W,85.5,92.166,81.93,9,1.71,AC,1 KM W OF GARDEN AVE IC,HWY. 2 BRANTFORD WEST LIMITS,FWY
1012,,403,W,92.166,98.537,92.89,9.5,1.93,AC,HWY. 2 BRANTFORD WEST LIMITS,REST ACRES RD - HWY 7094,FWY
1013,,403,W,98.537,101.141,79.33,8.38,1.31,AC,REST ACRES RD - HWY 7094,2.1 KM  W OF REST ACRES RD,FWY
1014,,403,W,101.141,110.741,96.76,9.73,0.61,AC,2.1 KM  W OF REST ACRES RD,0.7 KM W OF BRANT RD 25,FWY
1015,,403,W,110.741,112.94,85.03,8.67,0.9,AC,0.7 KM W OF BRANT RD 25,1.4 KM E OF WEST QUARTER TOWNLINE,FWY
1016,,403,W,112.94,125.237,68.97,7.46,1.59,AC,1.4 KM E OF WEST QUARTER TOWNLINE,HWY 401 IC,FWY
1017,,403,N,0,4.426,82.75,8.68,1.22,AC,HWY 401/410 I/C,MISSISSAUGA - CENTRAL PKWY OP,FWY
1018,,403,S,0,4.426,62.71,6.22,0.94,AC,HWY 401/410 I/C,MISSISSAUGA - CENTRAL PKWY OP,FWY
1019,,404,N,0,1.427,84.56,9.26,1.33,CO,HWY 401-DON V PKWY S APPROACH,NORTH YORK-SHEPPARD AV IC-18,FWY
1020,,404,N,1.427,5.736,93.2,9.62,0.83,CO,NORTH YORK-SHEPPARD AV IC-18,NORTH YORK-STEELES AV IC-22,FWY
1021,,404,N,5.736,9.878,93.84,9.74,0.86,CO,NORTH YORK-STEELES AV IC-22,MARKHAM-HWY 7 IC-27,FWY
1022,,404,N,9.878,20.197,87.29,9.01,1.01,AC,MARKHAM-HWY 7 IC-27,GORMLEY-YORK RD 14 IC-37,FWY
1023,,404,N,20.197,24.357,89.41,9.21,0.97,AC,GORMLEY-YORK RD 14 IC-37,YORK RD 40-BLOOMINGTON RD IC-41,FWY
1024,,404,N,24.357,28.516,66.31,7.26,1.71,AC,YORK RD 40-BLOOMINGTON RD IC-41,AURORA RD 15 IC-45,FWY
1025,,404,N,28.516,34.67,90.75,9.21,0.79,AC,AURORA RD 15 IC-45,DAVIS DRIVE ROAD 31 IC-51,FWY
1026,,404,N,34.67,36.792,88.08,9.21,1.14,AC,DAVIS DRIVE ROAD 31 IC-51,GREEN LANE,FWY
1027,,404,N,36.792,43.202,85.67,9.75,1.65,PC,GREEN LANE,QUEENSVILLE SIDE RD,FWY
1028,,404,N,43.202,48.758,83.32,9.73,1.85,PC,QUEENSVILLE SIDE RD,RAVENSHOE RD,FWY
1029,,404,S,0,1.427,91.98,9.29,0.68,CO,HWY 401-DON V PKWY S APPROACH,NORTH YORK-SHEPPARD AV IC-18,FWY
1030,,404,S,1.427,5.736,92.85,9.61,0.85,CO,NORTH YORK-SHEPPARD AV IC-18,NORTH YORK-STEELES AV IC-22,FWY
1031,,404,S,5.736,9.878,91.96,9.59,0.92,CO,NORTH YORK-STEELES AV IC-22,MARKHAM-HWY 7 IC-27,FWY
1032,,404,S,9.878,20.197,82.41,8.54,1.1,AC,MARKHAM-HWY 7 IC-27,GORMLEY-YORK RD 14 IC-37,FWY
1033,,404,S,20.197,24.357,85.77,8.74,0.89,AC,GORMLEY-YORK RD 14 IC-37,YORK RD 40-BLOOMINGTON RD IC-41,FWY
1034,,404,S,24.357,28.516,68.21,7.62,1.89,AC,YORK RD 40-BLOOMINGTON RD IC-41,AURORA RD 15 IC-45,FWY
1035,,404,S,28.516,34.67,92.49,9.37,0.75,AC,AURORA RD 15 IC-45,DAVIS DRIVE ROAD 31 IC-51,FWY
1036,,404,S,34.67,36.792,89.14,9.18,0.97,AC,DAVIS DRIVE ROAD 31 IC-51,GREEN LANE,FWY
1037,,404,S,36.792,43.202,85.21,9.75,1.69,PC,GREEN LANE,QUEENSVILLE SIDE RD,FWY
1038,,404,S,43.202,48.758,85.17,9.75,1.69,PC,QUEENSVILLE SIDE RD,RAVENSHOE RD,FWY
1039,,405,E,0,8.623,51.83,6.21,1.95,CO,QUEENSTON BRIDGE TOLL PLAZA,QEW IC,FWY
1040,,405,W,0,8.623,59.89,6.96,1.8,CO,QUEENSTON BRIDGE TOLL PLAZA,QEW IC,FWY
1041,,406,N,0,6.451,75.55,8.09,1.47,AC,EAST MAIN ST,0.9KM N OF PORT ROBINSON RD,FWY
1042,,406,N,6.451,11.004,90.32,9.59,1.06,CO,0.9KM N OF PORT ROBINSON RD,0.7 KM S OF BEAVERDAMS RD,FWY
1043,,406,N,11.004,14.43,78.71,8.58,1.34,CO,0.7 KM S OF BEAVERDAMS RD,HWY 58 IC,FWY
1044,,406,N,14.43,19.91,70.8,7.9,1.53,CO,HWY 58 IC,GENEVA ST,FWY
1045,,406,N,19.91,22.38,84.52,8.86,1.25,AC,GENEVA ST,MARTINDALE RD,FWY
1046,,406,N,22.38,25.839,90.98,9.42,1.01,AC,MARTINDALE RD,QEW IC,FWY
1047,,406,S,0,6.451,73.44,7.89,1.29,CO,EAST MAIN ST,0.9KM N OF PORT ROBINSON RD,FWY
1048,,406,S,6.451,11.004,95.68,9.72,0.69,AC,0.9KM N OF PORT ROBINSON RD,0.7 KM S OF BEAVERDAMS RD,FWY
1049,,406,S,11.004,14.43,81.1,8.94,1.32,CO,0.7 KM S OF BEAVERDAMS RD,HWY 58 IC,FWY
1050,,406,S,14.43,19.91,71.64,7.85,1.42,CO,HWY 58 IC,GENEVA ST,FWY
1051,,406,S,19.91,22.38,88.15,9.19,1.13,AC,GENEVA ST,MARTINDALE RD,FWY
1052,,406,S,22.38,25.839,92.2,9.43,0.86,AC,MARTINDALE RD,QEW IC,FWY
1053,,409,E,0,5.449,68.33,8.07,1.89,CO,ETOBICOKE-HWY 401 OP,ETOBICOKE - HWY 427 IC,FWY
1054,,409,W,0,5.449,74.17,8.17,1.44,CO,ETOBICOKE-HWY 401 OP,ETOBICOKE - HWY 427 IC,FWY
1055,,41,B,50.9,62.216,62.67,6.68,1.5,AC,HIGHWAY 7 - KALADAR,BEAVER CREEK BRIDGE (NORTHBROOK N LTS),ART
1056,,41,B,62.216,72.417,62.89,6.46,1.2,AC,BEAVER CREEK BRIDGE (NORTHBROOK N LTS),CLOYNE NORTH LIMITS,ART
1057,,41,B,72.417,86.352,65.14,6.75,1.25,AC,CLOYNE NORTH LIMITS,1.0 N OF BARRIE-ABINGER TWP BDY,ART
1058,,41,B,86.352,92.579,83.41,8.74,1.2,AC,1.0 N OF BARRIE-ABINGER TWP BDY,MACHESNEY LAKE RD,ART
1059,,41,B,92.579,108.299,77.96,8.37,1.49,AC,MACHESNEY LAKE RD,600M SOUTH OF VENNACHAR JCT.,ART
1060,,41,B,108.299,114.888,67.72,7.33,1.6,AC,600M SOUTH OF VENNACHAR JCT.,0.4KM N OF HWY 28,ART
1061,,41,B,114.888,121.447,82.56,8.49,1.02,AC,0.4KM N OF HWY 28,6.6 KM N OF HWY 28,ART
1062,,41,B,121.447,130.221,77.99,8.31,1.41,AC,6.6 KM N OF HWY 28,MADAWASKA RIVER BRIDGE - GRIFFITH,ART
1063,,41,B,130.221,139.998,89.07,9.47,1.32,AC,MADAWASKA RIVER BRIDGE - GRIFFITH,0.7KM NORTH OF MARCHAND-LACOURSE RD.,ART
1064,,41,B,139.998,152.429,88.34,9.37,1.3,AC,0.7KM NORTH OF MARCHAND-LACOURSE RD.,HWY 132 (TO DACRE),ART
1065,,41,B,152.429,162.58,91.39,9.63,1.21,AC,HWY 132 (TO DACRE),PERRAULT-GRATTON TWP C 10-11,ART
1066,,41,B,162.58,172.92,91.78,9.64,1.17,AC,PERRAULT-GRATTON TWP C 10-11,EGANVILLE S LTS - SEC HWY 512,ART
1067,,41,B,175.035,177.88,95.07,9.79,0.91,AC,EGANVILLE N LTS C 8-9,N JCT HWY 60,ART
1068,,41,B,177.88,192.703,77.94,8.18,1.26,AC,N JCT HWY 60,RANKIN S LTS,ART
1069,,41,B,192.703,207.28,72.37,7.53,1.22,AC,RANKIN S LTS,HWY 17,ART
1070,,410,N,0,9.791,91.45,9.45,0.98,AC,MISSISSAUGA-HWY 401/403 IC,QUEEN ST (BRAMPTON),FWY
1071,,410,N,9.791,12.903,89.16,9.19,0.98,AC,QUEEN ST (BRAMPTON),BOVAIRD DR,FWY
1072,,410,N,12.903,17.27,77.2,9.63,2.06,PC,BOVAIRD DR,MAYFIELD RD IC,FWY
1073,,410,N,17.27,20.63,90.67,9.13,1.18,AC,MAYFIELD RD IC,HWY 410/HWY 10 BULLNOSE,FWY
1074,,410,S,0,9.791,92.98,9.57,0.92,AC,MISSISSAUGA-HWY 401/403 IC,QUEEN ST (BRAMPTON),FWY
1075,,410,S,9.791,12.903,88.71,9.17,1.01,AC,QUEEN ST (BRAMPTON),BOVAIRD DR,FWY
1076,,410,S,12.903,17.27,77.59,9.47,1.87,PC,BOVAIRD DR,MAYFIELD RD IC,FWY
1077,,410,S,17.27,20.63,86.68,8.87,1.41,AC,MAYFIELD RD IC,HWY 410/HWY 10 BULLNOSE,FWY
1078,,416,N,0,3.925,88.25,9.22,1.13,AC,HWY 401-BEG OF PARALLEL FOR RAMP TO 416,0.7 KM N OF HWY 16 RAMP STRUCTURE,FWY
1079,,416,N,3.925,27.407,78.49,7.89,0.84,AC,0.7 KM N OF HWY 16 RAMP STRUCTURE,1.7 KM N OF CTY RD 20,FWY
1080,,416,N,27.407,34.448,86.44,8.79,0.86,AC,1.7 KM N OF CTY RD 20,0.3 KM S OF CTY RD 24,FWY
1081,,416,N,34.448,37.119,91.32,9.24,0.75,AC,0.3 KM S OF CTY RD 24,1.4 KM N OF CTY RD 43,FWY
1082,,416,N,37.119,50.214,83.76,8.69,1.1,AC,1.4 KM N OF CTY RD 43,REG RD 6 - ROGER STEVENS DR,FWY
1083,,416,N,50.214,56.115,93.45,9.53,0.81,AC,REG RD 6 - ROGER STEVENS DR,.8 KM S OF CENTURY RD,FWY
1084,,416,N,56.115,66.569,89.56,9.04,0.74,AC,.8 KM S OF CENTURY RD,1.0 KM S FALLOWFIELD RD IC,FWY
1085,,416,N,66.569,73.599,92.97,9.44,0.77,AC,1.0 KM S FALLOWFIELD RD IC,.7 KM N OF HUNT CLUB RD IC,FWY
1086,,416,N,73.599,76.32,91.1,9.5,1.09,AC,.7 KM N OF HUNT CLUB RD IC,HWY 417 - OTTAWA QUEENSWAY,FWY
1087,,416,S,0,14.721,92.7,9.41,0.77,AC,HWY 401-BEG OF PARALLEL FOR RAMP TO 416,1.4 KM N OF CTY RD 21,FWY
1088,,416,S,14.721,26.911,90.06,9.32,1.01,AC,1.4 KM N OF CTY RD 21,1.2 KM N OF CTY RD 20,FWY
1089,,416,S,26.911,35.509,90.27,9.17,0.8,AC,1.2 KM N OF CTY RD 20,LEEDS & GRENVILLE RD 43 IC (FRM HWY 43),FWY
1090,,416,S,35.509,37.119,89.41,9.42,1.22,AC,LEEDS & GRENVILLE RD 43 IC (FRM HWY 43),1.4 KM N OF CTY RD 43,FWY
1091,,416,S,37.119,50.214,83.35,9.14,1.69,AC,1.4 KM N OF CTY RD 43,REG RD 6 - ROGER STEVENS DR,FWY
1092,,416,S,50.214,56.115,59.75,6.44,1.6,AC,REG RD 6 - ROGER STEVENS DR,.8 KM S OF CENTURY RD,FWY
1093,,416,S,56.115,66.569,90.46,9.12,0.72,AC,.8 KM S OF CENTURY RD,1.0 KM S FALLOWFIELD RD IC,FWY
1094,,416,S,66.569,73.599,92.29,9.39,0.8,AC,1.0 KM S FALLOWFIELD RD IC,.7 KM N OF HUNT CLUB RD IC,FWY
1095,,416,S,73.599,76.32,90.23,9.28,0.94,AC,.7 KM N OF HUNT CLUB RD IC,HWY 417 - OTTAWA QUEENSWAY,FWY
1096,,417,E,0,8.385,90.09,9.17,0.83,AC,QUEBEC-ONTARIO BDY,HWY 17 IC-9,FWY
1097,,417,E,8.385,18.537,74.94,8.86,1.68,PC,HWY 17 IC-9,1.8 KM WEST OF PRESCOTT AND RUSSELL RD 10 IC-17,FWY
1098,,417,E,18.537,30.392,81.03,8.97,1.57,PC,1.8 KM WEST OF PRESCOTT AND RUSSELL RD 10 IC-17,2.95 KM WEST OF HWY 34 IC-27,FWY
1099,,417,E,30.392,43.883,86.59,9.6,1.47,PC,2.95 KM WEST OF HWY 34 IC-27,GREENFIELD RD CO RD 30,FWY
1100,,417,E,43.883,55.949,64.97,7.47,2.14,AC,GREENFIELD RD CO RD 30,KENYON-ROXBOROUGH TWP BDY,FWY
1101,,417,E,55.949,64.756,92.89,9.5,0.98,AC,KENYON-ROXBOROUGH TWP BDY,CNR OH(EBL) S-ALEXAN,FWY
1102,,417,E,64.756,78.852,73.5,7.99,1.62,AC,CNR OH(EBL) S-ALEXAN,LIMOGES RD IC-79 - RUSSELL RD 5,FWY
1103,,417,E,78.852,98.409,92.32,9.38,0.78,AC,LIMOGES RD IC-79 - RUSSELL RD 5,PIPERVILLE RD,FWY
1104,,417,E,98.409,105.516,88.85,9.25,1.09,AC,PIPERVILLE RD,OTTAWA/CARLETON RD 26 OP (RUSSELL RD),FWY
1105,,417,E,105.516,116.434,80.97,8.58,1.34,AC,OTTAWA/CARLETON RD 26 OP (RUSSELL RD),E JCT HWY 17 IC-113,FWY
1106,,417,E,116.434,120.59,85.99,9.18,1.14,CO,E JCT HWY 17 IC-113,NICHOLAS ST IC,FWY
1107,,417,E,120.59,126.152,73.64,8.3,1.58,CO,NICHOLAS ST IC,ISLAND PARK DR IC-123,FWY
1108,,417,E,126.152,128.693,91.71,9.56,0.92,CO,ISLAND PARK DR IC-123,MAITLAND AV IC-126,FWY
1109,,417,E,128.693,130.467,85.22,8.93,1.02,CO,MAITLAND AV IC-126,WOORDRUFFE AVE,FWY
1110,,417,E,130.467,134.227,71.02,7.39,1.23,AC,WOORDRUFFE AVE,HWY 416/417 IC,FWY
1111,,417,E,134.227,136.758,75.38,7.92,1.29,AC,HWY 416/417 IC,MOODIE DR IC 134,FWY
1112,,417,E,136.758,140.785,60.26,6.42,1.51,AC,MOODIE DR IC 134,EAGLESON RD. IC 138,FWY
1113,,417,E,140.785,144.394,87.64,8.99,0.94,AC,EAGLESON RD. IC 138,CARP RIVER BR,FWY
1114,,417,E,144.394,149.13,89.26,9.17,0.94,AC,CARP RIVER BR,HWY 7 & W JCT HWY 17 IC-145,FWY
1115,,417,E,149.13,155.696,80.16,8.18,0.96,AC,HWY 7 & W JCT HWY 17 IC-145,0.9 KM W OF CTY RD 49 (MARCH RD),FWY
1116,,417,E,155.696,167.65,81.55,8.3,0.92,AC,0.9 KM W OF CTY RD 49 (MARCH RD),1.372 KM W OF PANMURE RD IC 163,FWY
1117,,417,E,167.65,185.195,72.29,7.72,1.46,AC,1.372 KM W OF PANMURE RD IC 163,MADAWASKA RIVER BRIDGE,FWY
1118,,417,E,185.195,189.693,68.81,7.05,1.12,AC,MADAWASKA RIVER BRIDGE,CAMPBELL DRIVE,FWY
