_id,SectionID,Highway,DIR,FROM_Distance,TO_Distance,PCI,DMI,IRI,Pave_Type,Pavement_Section_From,Pavement_Section_To,FUNC_CLASS
389,,15,B,64.207,66.397,76.74,8.21,1.46,AC,S LIMITS OF PORTLAND,N LIMITS OF PORTLAND,ART
390,,15,B,66.397,81.623,79.77,8.39,1.27,AC,N LIMITS OF PORTLAND,N JCT LEEDS/GRENVILLE RD 1,ART
391,,15,B,81.623,89.164,71.35,7.64,1.49,AC,N JCT LEEDS/GRENVILLE RD 1,SMITHS FALLS S. LTS.,ART
392,,15,B,93.893,109.242,77.89,8.22,1.31,AC,SMITH FALLS N LTS - CAN WIRE,N JCT LANARK RD 10 (FRANKTOWN),ART
393,,15,B,109.242,119.917,75.95,7.85,1.13,AC,N JCT LANARK RD 10 (FRANKTOWN),SOUTH LIMITS OF CARLTON PLACE,ART
394,,16,N,0,1.501,55.8,6.63,2.35,AC,JOHNSTOWN - HWY 2,HWY 401 IC,FWY
395,,16,N,1.501,3.8,62.05,7.23,2.24,AC,HWY 401 IC,HWY 416 IC- END OF HWY,FWY
396,,16,S,0.01,1.501,55.75,6.78,2.54,AC,JOHNSTOWN - HWY 2,HWY 401 IC,FWY
397,,16,S,1.501,3.672,69.22,7.79,1.96,AC,HWY 401 IC,HWY 416 IC - END OF HWY,FWY
398,,17,B,0,12.84,93.35,9.56,0.86,AC,GRAINGER PARK RD(S) GRANTS SDRD(N),OTTAWA/CARLETON RD 117,LOC
399,,17,B,12.84,31.386,86.5,9.12,1.25,AC,SCHEEL DRIVE,0.5 KM E OF BRUCE ST (RENFREW RD 20),ART
400,,17,B,31.386,36.786,91.83,9.64,1.16,AC,0.5 KM E OF BRUCE ST (RENFREW RD 20),0.6 KM W OF STORYLAND RD,ART
401,,17,B,36.786,43.449,73.29,7.5,1.06,AC,0.6 KM W OF STORYLAND RD,CTY RD 653 (CHENAUX RD),ART
402,,17,B,43.449,54.491,59.32,6.08,1.22,AC,CTY RD 653 (CHENAUX RD),COBDEN E LTS,ART
403,,17,B,54.491,56.491,69.62,7.7,1.79,AC,COBDEN E LTS,COBDEN W LTS,ART
404,,17,B,56.491,71.929,76.54,8.01,1.24,AC,COBDEN W LTS,RENFREW RD 40 PEMBROKE,ART
405,,17,B,71.929,77.499,92.89,9.5,2.09,AC,RENFREW RD 40 PEMBROKE,RENFREW RD 24 - WHITEWATER RD,ART
406,,17,B,77.499,91.1,76.43,8.05,1.31,AC,RENFREW RD 24 - WHITEWATER RD,START OF PASSING LN E OF FOREST LEA RD,ART
407,,17,B,91.1,96.126,80.42,8.34,1.12,AC,START OF PASSING LN E OF FOREST LEA RD,RENFREW RD 26,ART
408,,17,B,96.126,114.296,89.41,9.21,0.97,AC,RENFREW RD 26,OTTAWA/SUDBURY BDY,ART
409,,17,B,114.296,122.448,87.25,9.02,1.03,AC,OTTAWA/SUDBURY BDY,CHALK RIVER E LTS L 3-4,ART
410,,17,B,122.448,138.886,57.24,6,1.4,AC,CHALK RIVER E LTS L 3-4,POINT ALEXANDER W LTS-0.3 KM W OF BASS LAKE R,ART
411,,17,B,138.886,157.914,75.85,7.93,1.24,AC,POINT ALEXANDER W LTS-0.3 KM W OF BASS LAKE R,0.2 KM E OF HARVEY CK RD,ART
412,,17,B,157.914,171.474,54.8,5.86,1.56,AC,0.2 KM E OF HARVEY CK RD,1KM W OF STATION ROAD - STONECLIFFE,ART
413,,17,B,171.474,182.948,65.12,6.79,1.3,AC,1KM W OF STATION ROAD - STONECLIFFE,0.3KM W OF BISSETT CREEK-CPR SUBWAY,ART
414,,17,B,182.948,202.67,75.46,7.87,1.22,AC,0.3KM W OF BISSETT CREEK-CPR SUBWAY,DEUX RIVIERES-CPR OVERHEAD,ART
415,,17,B,202.67,212.431,86.04,8.92,1.07,AC,DEUX RIVIERES-CPR OVERHEAD,(MNDM/MTO BNDRY) NIPISSING/RENFREW BNDRY,ART
416,,17,B,212.431,227.338,77.13,7.96,1.1,AC,(MNDM/MTO BNDRY) NIPISSING/RENFREW BNDRY,(BURRITTS RD) 9.5 KM E OF HWY 533,ART
417,,17,B,227.338,235.704,91,9.28,0.84,AC,(BURRITTS RD) 9.5 KM E OF HWY 533,MATTAWA-CPR SBWY S-NORTH,ART
418,,17,B,235.704,239.238,70.28,7.85,1.89,AC,MATTAWA-CPR SBWY S-NORTH,2.3 KM W OF JCT. 533,ART
419,,17,B,239.238,248.355,85.16,8.84,1.09,AC,2.3 KM W OF JCT. 533,7.9 KM E OF JCT HWY 630,ART
420,,17,B,248.355,273.432,69.06,7.47,1.59,AC,7.9 KM E OF JCT HWY 630,SEC HWY 531-BONFIELD RD,ART
421,,17,B,273.432,286.145,83.41,8.39,0.78,AC,SEC HWY 531-BONFIELD RD,0.4 KM E OF HWY 94 (JOHNSON RD),ART
422,,17,B,286.145,296.745,73.73,7.75,1.31,AC,0.4 KM E OF HWY 94 (JOHNSON RD),NORTH BAY-S JCT HWY 11,ART
423,,17,B,300.845,302.951,63.64,6.8,1.51,AC,NORTH BAY N JCT HWY. 11,0.5 KM W OF GORMANVILLE RD,ART
424,,17,B,302.951,320.795,92.89,9.5,0.92,AC,0.5 KM W OF GORMANVILLE RD,0.1 KM W OF LARONDE CR BR,ART
425,,17,B,320.795,336.385,70.86,7.45,1.33,AC,0.1 KM W OF LARONDE CR BR,STURGEON FALLS EAST LIMIT,ART
426,,17,B,338.864,353.623,86.72,8.85,0.89,AC,STURGEON FALLS W LTS,0.2 KM E JCT HWY 64 VERNER,ART
427,,17,B,353.623,368.545,86.84,8.83,0.85,AC,0.2 KM E JCT HWY 64 VERNER,SEC HWY 539 - WARREN,ART
428,,17,B,368.545,376.951,78.52,8.03,1,AC,SEC HWY 539 - WARREN,HAGAR-SEC HWY 535,ART
429,,17,B,376.951,396.809,58.36,6.53,1.89,AC,HAGAR-SEC HWY 535,KUGAGAMI LAKE RD,ART
430,,17,B,396.809,416.3,58.6,6.71,2.07,AC,KUGAGAMI LAKE RD,E JCT REG RD 55,ART
431,,17,B,416.3,427.365,68.94,7.38,1.5,AC,E JCT REG RD 55,HWY 69 INTERCHANGE,ART
432,,17,B,427.365,439.624,90.38,9.24,0.87,AC,HWY 69 INTERCHANGE,0.4 KM W OF JUNCTION CREEK BRIDGE,ART
433,,17,B,461.48,472.033,91.38,9.38,0.91,AC,1.1 KM W OF REG RD 55,8.2 KM E OF NAIRN (WORTHINGTON RD),ART
434,,17,B,472.033,481.269,91.34,9.46,1.01,AC,8.2 KM E OF NAIRN (WORTHINGTON RD),0.5 KM W OF SPENCER LANE(S) IN NAIRN TWP,ART
435,,17,B,481.269,488.418,86.28,8.87,0.98,AC,0.5 KM W OF SPENCER LANE(S) IN NAIRN TWP,SPANISH RIVER BRIDGE,ART
436,,17,B,488.418,499.942,86.74,8.96,1.02,AC,SPANISH RIVER BRIDGE,3.5 KM W OF HWY 6,ART
437,,17,B,499.942,512.123,92.89,9.5,1.22,AC,3.5 KM W OF HWY 6,15.1 KM W OF JCT HWY 6,ART
438,,17,B,512.123,522.718,92.89,9.5,0.72,AC,15.1 KM W OF JCT HWY 6,ABERDEEN ST. (MASSEY) JCT 553,ART
439,,17,B,522.718,530.413,84.42,8.74,1.07,AC,ABERDEEN ST. (MASSEY) JCT 553,50M E OF GERMAIN RD (7.2KM W OF MASSEY W LTS),ART
440,,17,B,530.413,539.698,67.32,7.09,1.37,AC,50M E OF GERMAIN RD (7.2KM W OF MASSEY W LTS),1.4 KM E OF VICTORIA/SHEDDEN TWP BDRY,ART
441,,17,B,539.698,552.42,69.12,7.46,1.57,AC,1.4 KM E OF VICTORIA/SHEDDEN TWP BDRY,13.9KM E OF VICTORIA/SHEDDEN TWP BOUNDARY,ART
442,,17,B,552.42,562.605,93.67,9.53,0.78,AC,13.9KM E OF VICTORIA/SHEDDEN TWP BOUNDARY,0.1KM W OF HWY 108,ART
443,,17,B,562.605,590.625,76.5,7.93,1.15,AC,0.1KM W OF HWY 108,0.4 KM E OF ENT TOURIST INFO (LEACOCH ST),ART
444,,17,B,594.239,618.692,90.19,9.39,1.08,AC,BLIND R W LTS L11-12-COBDEN TWP,IRON BR - SEC HWY 546,ART
445,,17,B,618.692,651.85,54.84,6.15,1.9,AC,IRON BR - SEC HWY 546,4.0 KM W OF LAKE ST(THESSALON),ART
446,,17,B,651.85,665.501,94.58,9.64,0.79,AC,4.0 KM W OF LAKE ST(THESSALON),BRUCE MINES - SEC HWY 638,ART
447,,17,B,665.501,667.085,91.78,9.56,1.07,AC,BRUCE MINES - SEC HWY 638,BRUCE MINES W LTS,ART
448,,17,B,667.085,684.222,82.83,8.52,1.02,AC,BRUCE MINES W LTS,4 LANE DIV1DED BEGINS,ART
449,,17,B,745.661,749.498,39.63,4.94,2.48,AC,SAULT STE MARIE N LTS,HEYDEN - SEC HWY 556,ART
450,,17,B,749.498,752.096,47.91,5.16,1.64,AC,HEYDEN - SEC HWY 556,2.8KM N OF SEC HWY 556,ART
451,,17,B,752.096,755.7,49.52,5.05,1.29,AC,2.8KM N OF SEC HWY 556,6.7KM N OF SEC HWY 556,ART
452,,17,B,755.7,760.124,39.47,5.41,3.06,AC,6.7KM N OF SEC HWY 556,GOULAIS R BR,ART
453,,17,B,760.124,777.256,84.01,8.49,0.82,AC,GOULAIS R BR,1.9 KM N OF HARMONY R BR,ART
454,,17,B,777.256,787.414,91.12,9.28,0.82,AC,1.9 KM N OF HARMONY R BR,CHIPPEWA R BR,ART
455,,17,B,787.414,799.902,74.41,7.92,1.42,AC,CHIPPEWA R BR,BATCHAWANA - SEC HWY 563,ART
456,,17,B,799.902,815.135,74.3,7.8,1.29,AC,BATCHAWANA - SEC HWY 563,3.1 KM N OF MONTREAL MINE CO S,ART
457,,17,B,815.135,822.967,78.22,8.2,1.25,AC,3.1 KM N OF MONTREAL MINE CO S,0.3 KM S OF MAMAINSE HARBOUR RD,ART
458,,17,B,822.967,850.257,78.67,8.47,1.51,AC,0.3 KM S OF MAMAINSE HARBOUR RD,0.5 KM NORTH OF MONTREAL RIVER BRIDGE,ART
459,,17,B,850.257,870.432,80.57,8.37,1.14,AC,0.5 KM NORTH OF MONTREAL RIVER BRIDGE,0.7 KM N OF FRATER RD - LABELLE,ART
460,,17,B,870.432,895.342,77.45,8.2,1.35,AC,0.7 KM N OF FRATER RD - LABELLE,2.7 KM N OF ORPHAN LK TRAIL,ART
461,,17,B,895.342,917.811,80.53,8.55,1.36,AC,2.7 KM N OF ORPHAN LK TRAIL,2.4 KM N OF MIJINEMUNGSHING RD,ART
462,,17,B,917.811,939.179,82.44,8.94,1.57,AC,2.4 KM N OF MIJINEMUNGSHING RD,1.1 KM N OF FENTON-TREEBY ROAD (LT),ART
463,,17,B,939.179,955.021,92.75,9.51,0.88,AC,1.1 KM N OF FENTON-TREEBY ROAD (LT),JCT HWY 101,ART
464,,17,B,955.021,969.488,92.3,9.42,0.83,AC,JCT HWY 101,15.2 KM W OF HWY 101,ART
465,,17,B,969.488,984.949,86.14,9.06,1.22,AC,15.2 KM W OF HWY 101,12.3 KM W OF CATFISH CK BR,ART
466,,17,B,984.949,1008.265,98.87,10,0.65,AC,12.3 KM W OF CATFISH CK BR,2.4 KM W OF OBATANGO PROV PK,ART
467,,17,B,1008.265,1044.681,98.87,10,0.65,AC,2.4 KM W OF OBATANGO PROV PK,SEC HWY 631,ART
468,,17,B,1044.681,1050.619,74.04,7.96,1.52,AC,SEC HWY 631,THUNDER ALGOMA BDY 5.9 KM W SEC HWY 631,ART
469,,17,B,1050.619,1077.271,79.84,8.47,1.35,AC,THUNDER ALGOMA BDY 5.9 KM W SEC HWY 631,WHITE LAKE NARROWS BR,ART
470,,17,B,1077.271,1097.212,81.21,8.74,1.5,AC,WHITE LAKE NARROWS BR,CEDAR CK BR,ART
471,,17,B,1097.212,1118.027,78.71,8.45,1.48,AC,CEDAR CK BR,LECOUR - PIC TWP BDY,ART
472,,17,B,1118.027,1135.763,82.64,8.53,1.05,AC,LECOUR - PIC TWP BDY,0.4KM W OF PENINSULA RD,ART
473,,17,B,1135.763,1163.347,88.45,9.15,1.02,AC,0.4KM W OF PENINSULA RD,LITTLE PIC R BR - E ABUTMENT,ART
474,,17,B,1163.347,1194.041,84.69,8.79,1.09,AC,LITTLE PIC R BR - E ABUTMENT,4.6 KM W OF JACKFISH RD,ART
475,,17,B,1194.041,1211.064,93.37,9.53,0.82,AC,4.6 KM W OF JACKFISH RD,0.6KM E OF MILL RD,ART
476,,17,B,1211.064,1227.404,83.89,8.61,0.98,AC,0.6KM E OF MILL RD,0.35KM W OF WALKER RD - SCHREIBER,ART
477,,17,B,1227.404,1254.873,77.61,8.26,1.4,AC,0.35KM W OF WALKER RD - SCHREIBER,1.4 KM WEST OF PAYS PLAT RIVER BRIDGE,ART
478,,17,B,1254.873,1271.194,92.12,9.45,0.89,AC,1.4 KM WEST OF PAYS PLAT RIVER BRIDGE,0.1 KM W OF GRAVEL R BR,ART
479,,17,B,1271.194,1287.191,85.4,8.9,1.13,AC,0.1 KM W OF GRAVEL R BR,4.1KM E OF JACKPINE R BR,ART
480,,17,B,1287.191,1302.373,79.48,8.3,1.2,AC,4.1KM E OF JACKPINE R BR,JACKFISH R BR,ART
481,,17,B,1302.373,1315.703,95.17,9.68,0.76,AC,JACKFISH R BR,E JCT HWY 11 - NIPIGON,ART
482,,17,B,1494.304,1507.242,90.38,9.24,0.87,AC,W JCT HWY 11,12.9 KM W OF W JCT HWY 11,ART
483,,17,B,1507.242,1533.615,74.68,7.81,1.25,AC,12.9 KM W OF W JCT HWY 11,3.7 KM W OF DOG R RD,ART
484,,17,B,1533.615,1552.477,91.24,9.53,1.11,AC,3.7 KM W OF DOG R RD,0.4KM W OF SAWMILL BAY RD,ART
485,,17,B,1552.477,1569.723,81.28,8.32,0.98,AC,0.4KM W OF SAWMILL BAY RD,0.2 W OF UPSALA PUBLIC SCHOOL,ART
486,,17,B,1569.723,1582.318,87.03,9.03,1.07,AC,0.2 W OF UPSALA PUBLIC SCHOOL,LITTLE FIRESTEEL R BR,ART
487,,17,B,1582.318,1601.545,92.52,9.86,1.33,AC,LITTLE FIRESTEEL R BR,19.2 KM W OF LT FIRESTEEL R BR,ART
488,,17,B,1601.545,1617.601,82.69,8.58,1.11,AC,19.2 KM W OF LT FIRESTEEL R BR,ENGLISH R BR,ART
489,,17,B,1617.601,1638.675,98.87,10,0.65,AC,ENGLISH R BR,0.4KM W OF TCPL COMP. STA. 60 RD,ART
490,,17,B,1638.675,1657.354,90.32,10,1.79,AC,0.4KM W OF TCPL COMP. STA. 60 RD,1.1KM W OF GREENPINES CAMPGROUND,ART
491,,17,B,1657.354,1672.273,87.49,9.06,1.04,AC,1.1KM W OF GREENPINES CAMPGROUND,SEC HWY 599,ART
492,,17,B,1672.273,1676.706,80.6,8.37,1.13,AC,SEC HWY 599,4.5 KM W OF SEC HWY 599 (WEST BEACH DR),ART
493,,17,B,1676.706,1707.469,85.68,8.9,1.09,AC,4.5 KM W OF SEC HWY 599 (WEST BEACH DR),SEC HWY 622 - BENDING LAKE RD,ART
494,,17,B,1707.469,1726.67,87.8,9.17,1.13,AC,SEC HWY 622 - BENDING LAKE RD,3.2KM E OF HWY603/BOGG LAKE ACCESS RD,ART
495,,17,B,1726.67,1751.133,89.39,9.23,0.99,AC,3.2KM E OF HWY603/BOGG LAKE ACCESS RD,0.1KM W OF HWY 72 (DINORWIC),ART
496,,17,B,1751.133,1777.093,72.72,7.66,1.33,AC,0.1KM W OF HWY 72 (DINORWIC),DRYDEN EAST LIMITS,ART
497,,17,B,1777.093,1781.867,47.49,5.78,2.44,AC,DRYDEN EAST LIMITS,DRYDEN WEST LIMITS - LEACH ROAD,ART
498,,17,B,1781.867,1783.763,69.48,7.53,1.61,AC,DRYDEN WEST LIMITS - LEACH ROAD,0.5 KM W OF SEC HWY 665,ART
499,,17,B,1783.763,1803.024,83.86,8.71,1.11,AC,0.5 KM W OF SEC HWY 665,8.5 KM W OF JCT HWY 605,ART
500,,17,B,1803.024,1821.789,71.02,7.49,1.35,AC,8.5 KM W OF JCT HWY 605,HWY 105-RED LAKE RD (VERMILION BAY),ART
501,,17,B,1821.789,1856.868,77.99,8.22,1.3,AC,HWY 105-RED LAKE RD (VERMILION BAY),.9 KM N OF GORDON LAKE RD,ART
502,,17,B,1856.868,1885.126,95.59,9.96,1.04,AC,.9 KM N OF GORDON LAKE RD,11.2 KM E OF JCT HWY 71,ART
503,,17,B,1885.126,1894.358,80.19,8.45,1.28,AC,11.2 KM E OF JCT HWY 71,2.1 KM E OF LONGBOW CORNERS - HWY 71,ART
504,,17,B,1894.358,1898.827,61.82,6.61,1.53,AC,2.1 KM E OF LONGBOW CORNERS - HWY 71,2.6 KM W OF JCT HWY 71,ART
505,,17,B,1898.827,1900.252,75.42,7.99,1.37,AC,2.6 KM W OF JCT HWY 71,EAST JCT HWY 17A,ART
506,,17,B,1900.252,1905.44,80.64,8.35,1.1,AC,EAST JCT HWY 17A,1 KM W OF NORTHERN HARBOUR RD,ART
507,,17,B,1924.669,1929.393,83.52,8.71,1.15,AC,KEEWATIN W LTS,WEST JCT HWY 17 A,ART
508,,17,B,1929.393,1930.981,88.76,9.16,0.99,AC,WEST JCT HWY 17 A,1.2 KM W OF W CONN 17/17 A,ART
509,,17,B,1930.981,1940.736,98.87,10,0.65,AC,1.2 KM W OF W CONN 17/17 A,0.2 KM E OF ROCKY RIDGE RD,ART
510,,17,B,1940.736,1952.849,98.87,10,0.65,AC,0.2 KM E OF ROCKY RIDGE RD,.8 KM E OF RUSH BAY RD,ART
511,,17,B,1952.849,1968.173,80.56,8.42,1.2,AC,.8 KM E OF RUSH BAY RD,MANITOBA BNDRY,ART
512,,17,E,439.624,461.48,83.86,8.52,0.88,AC,0.4 KM W OF JUNCTION CREEK BRIDGE,1.1 KM W OF REG RD 55,FWY
513,,17,E,684.222,697.953,66.94,7.15,1.49,AC,4 LANE DIV1DED BEGINS,1.9KM W OF PUMPKIN PT RD,ART
514,,17,N,697.953,701.057,58.41,6.52,1.87,AC,1.9KM W OF PUMPKIN PT RD,200 M WEST OF BAR RIVER ROAD (NB),ART
515,,17,N,701.057,708.758,86.41,9,1.11,AC,200 M WEST OF BAR RIVER ROAD (NB),0.2KM E OF LOWER ECHO RIVER BR,ART
516,,17,N,708.758,726.293,92.89,9.5,1.35,AC,0.2KM E OF LOWER ECHO RIVER BR,SAULT STE MARIE S E LTS (HWY 17B),ART
517,,17,S,697.953,701.057,78.75,8.27,1.26,AC,1.9KM W OF PUMPKIN PT RD,200 M WEST OF BAR RIVER ROAD (SB),ART
518,,17,S,701.057,708.758,87.06,8.99,1.02,AC,200 M WEST OF BAR RIVER ROAD (SB),0.2KM E OF LOWER ECHO RIVER BR,ART
519,,17,S,708.758,726.293,69.88,7.42,1.42,AC,0.2KM E OF LOWER ECHO RIVER BR,SAULT STE MARIE S E LTS (HWY 17B),ART
520,,17,W,439.624,461.48,92.29,9.39,0.8,AC,0.4 KM W OF JUNCTION CREEK BRIDGE,1.1 KM W OF REG RD 55,FWY
521,,17,W,684.222,697.953,78.54,8.04,1.01,AC,4 LANE DIV1DED BEGINS,1.9KM W OF PUMPKIN PT RD,ART
522,,17,B,0,8.041,89.44,9.16,0.9,AC,E JC HIGHWAY 17 & 17A,HWY 671/JONES ROAD,ART
523,,17,B,8.041,12.414,89.02,9.26,1.08,AC,HWY 671/JONES ROAD,AIRPORT RD (FORMER HWY 659),ART
524,,17,B,12.414,18.569,89.09,9.07,0.84,AC,AIRPORT RD (FORMER HWY 659),.2 KM E OF HWY 658/VETERANS DRIVE,ART
525,,17,B,18.569,26.851,88.13,8.99,0.87,AC,.2 KM E OF HWY 658/VETERANS DRIVE,.3 KM W OF HWY 596/DARLINGTON DRIVE,ART
526,,17,B,26.851,33.56,95.15,9.77,0.87,AC,.3 KM W OF HWY 596/DARLINGTON DRIVE,W JCT HWY 17&17A,ART
527,,17,B,3.376,4.092,98.87,10,0.65,AC,NORTH BAY W LTS,HWY 17(NORTH BAY BYPASS),LOC
528,,17,B,4.103,8.976,92.89,9.5,1.11,AC,BAR RIVER RD - START OF HWY 17B,ECHO BAY - SEC HWY 638,COL
529,,17,B,8.976,24.855,92.89,9.5,1.52,AC,ECHO BAY - SEC HWY 638,SAULT STE MARIE S E LTS,COL
530,,19,B,31.159,40.077,91.89,9.42,0.89,AC,TILLSONBURG N LT,OXFORD RD 18 (MT ELGIN),ART
531,,19,B,40.077,49.629,86.23,8.95,1.08,AC,OXFORD RD 18 (MT ELGIN),HWY 401,ART
532,,2,B,0,0.94,71.74,8.07,1.95,AC,HWY 401 IC O'PASS,GANANOQUE E LMT,LOC
533,,20,B,8.756,10.675,62.96,6.96,1.79,AC,NIAGARA ROAD 70 - TOWNLINE RD,THOROLD-E JCT HWY 58-ALLANBURG,ART
534,,21,B,100.267,110.729,96.61,9.74,0.64,AC,E JCT HWY 402,FOREST S LTS-HICKORY CREEK BR,ART
535,,21,B,114.333,121.14,79.05,8.21,1.15,AC,FOREST NORTH LIMITS - L 5-6,0.5 KM S OF LAMBTON COUNTY RD 7,ART
536,,21,B,121.14,131.243,95.02,9.63,0.72,AC,0.5 KM S OF LAMBTON COUNTY RD 7,300 M NORTH OF LAMBTON RD 79,ART
537,,21,B,131.243,144.407,94.46,9.66,0.83,AC,300M NORTH OF LAMBTON RD 79,GRAND BEND S LTS - TWP L 5-6,ART
538,,21,B,146.837,154.655,90.85,9.25,0.82,AC,GRAND BEND N LTS - TWP L1-2,0.1KM NORTH OF HENDRICK RD,ART
539,,21,B,154.655,158.772,89.05,9.37,1.21,AC,0.1KM NORTH OF HENDRICK RD,0.1 N OF HURON RD 84 (ST JOSEPH),ART
540,,21,B,158.772,174.636,85.86,8.75,0.89,AC,0.1 N OF HURON RD 84 (ST JOSEPH),0.28KM S OF HURON RD 3,ART
541,,21,B,174.636,187.649,91.52,9.48,1.01,AC,0.28KM S OF HURON RD 3,3.5 KM N OF HURON RD. 18,ART
542,,21,B,187.649,193.992,92.62,9.46,0.84,AC,3.5 KM N OF HURON RD. 18,GODERICH-HUCKINS ST (END OF ASSUMED HWY),ART
543,,21,B,196.762,197.556,75.23,8.64,2.17,AC,GLOUCESTER TERRACE (GODERICH),GODERICH N LTS-MAITLAND R BR,ART
544,,21,B,197.556,206.634,85.49,8.78,0.97,AC,GODERICH N LTS-MAITLAND R BR,0.1 KM NORTH OF BRINDLEY BEACH ROAD - CONC 13-14,ART
545,,21,B,206.634,216.469,91.24,9.34,0.88,AC,0.1 KM NORTH OF BRINDLEY BEACH ROAD - CONC 13-14,0.5 KM SOUTH OF GLEN'S HILL ROAD - CONC 6-7,ART
546,,21,B,216.469,221.165,91.1,9.47,1.05,AC,0.5 KM SOUTH OF GLEN'S HILL ROAD - CONC 6-7,ASHFIELD TOWNSHIP ROAD 9 (KINTAIL LINE),ART
547,,21,B,221.165,230.43,89.36,9.34,1.13,AC,ASHFIELD TOWNSHIP ROAD 9 (KINTAIL LINE),JCT. HWY 86 AMBERLEY,ART
548,,21,B,230.43,245.219,92.07,9.34,0.77,AC,JCT. HWY 86 AMBERLEY,KINCARDINE - KINCARDINE AVE,ART
549,,21,B,245.219,248.185,87.1,9.13,1.18,AC,KINCARDINE - KINCARDINE AVE,1.0 KM N OF JCT HWY 9,ART
550,,21,B,248.185,260.182,93.87,9.69,0.95,AC,1.0 KM N OF JCT HWY 9,TIVERTON EAST LIMITS,ART
551,,21,B,260.182,281.75,88.47,8.97,0.8,AC,TIVERTON EAST LIMITS,PT ELGIN S LTS - BARNES AV,ART
552,,21,B,285.365,288.121,91.48,9.47,1,AC,PT ELGIN N LTS L 47-48,SOUTHAMPTON S LTS-SOUTH ST,ART
553,,21,B,293.611,311.584,92.75,9.54,0.92,AC,SOUTHAMPTON N LTS - CRAIG ST,E JCT BRUCE RD 10,ART
554,,21,B,311.584,322.662,68.27,7.59,1.84,AC,E JCT BRUCE RD 10,SPRINGMONT W JCT HWY 6,ART
555,,23,B,0,10.612,93.68,9.46,0.7,AC,JCT HWY 7 & 23,HURON RD 11 (WHALEN CORNERS),ART
556,,23,B,10.612,36.139,92.55,9.36,0.73,AC,HURON RD 11 (WHALEN CORNERS),MITCHELL S LTS,ART
557,,23,B,38.268,45.6,92.59,9.41,0.78,AC,MITCHELL N LTS -FRANCES ST.,BORNHOLM-PERTH RD 11,ART
558,,23,B,45.6,54.408,93.3,9.46,0.75,AC,BORNHOLM-PERTH RD 11,E. JCT. PERTH RD 55 (MONKTON),ART
559,,23,B,54.408,63.385,46.47,4.88,1.5,AC,E. JCT. PERTH RD 55 (MONKTON),NEWRY-PERTH RD 72,ART
560,,23,B,63.385,65.443,52.55,6.74,2.91,AC,NEWRY-PERTH RD 72,ATWOOD NORTH LIMITS - LINE 175,ART
561,,23,B,65.443,73.6,72.9,8.03,1.75,AC,ATWOOD NORTH LIMITS - LINE 175,WEST JUNCTION HIGHWAY 86(LISTOWEL W LTS),ART
562,,23,B,75.986,88,79.49,8.54,1.49,AC,LISTOWEL N LTS-WALLACE TWP RD C1-2,JCT. HWYS 23 @ 89,ART
563,,23,B,88,97.078,91.98,9.36,0.8,AC,JCT. HWYS 23 @ 89,HARRISTON W LTS (O.6 KM W OF ELORA ST),ART
564,,24,B,34.789,50.68,91.88,9.34,0.79,AC,SIMCOE N LTS (13TH ST),600 M S NORFOLK CO LT,ART
565,,24,B,50.68,64.095,79.82,8.61,1.53,AC,600 M S NORFOLK CO LT,BRANT HWY 53,ART
566,,24,B,64.095,68.9,81.92,8.86,1.55,AC,BRANT HWY 53,HWY 403 IC,ART
567,,24,B,80.046,82.205,67.26,7.11,1.4,AC,BRANT RD 23 (POWERLINE RD),BRANT HWY 5 & 99,ART
568,,24,B,82.205,85.614,68.71,7.2,1.31,AC,BRANT HWY 5 & 99,BRANT HWY 5 & RD 35,ART
569,,24,B,85.614,91.004,87.69,9.1,1.06,AC,BRANT HWY 5 & RD 35,GLEN MORRIS RD,ART
570,,24,B,91.004,97.388,79.8,8.48,1.37,AC,GLEN MORRIS RD,WATERLOO RD 43 (MYERS RD),ART
571,,26,B,3.62,6.984,91.1,9.54,1.14,AC,BARRIE N LTS(0.1 KM N OF HANMER ST),SIMCOE RD 27 - MIDHURST,ART
572,,26,B,6.984,21.931,87.43,9.2,1.22,AC,SIMCOE RD 27 - MIDHURST,EDENVALE SIGN (400M W OF NOTTAWASAGA R BR),ART
573,,26,B,21.931,37.495,87.54,9,0.96,AC,EDENVALE SIGN (400M W OF NOTTAWASAGA R BR),STAYNER - MOWAT STREET,ART
574,,26,B,39.993,43.516,75.6,8.06,1.43,AC,STAYNER N LTS (0.1KM N OF WYANT RD),1.0 KM N OF NOTTAWASAGA RD 30/31,ART
575,,26,B,61.387,74.613,93.38,9.59,0.89,AC,COLLINGWOOD W LT (GREY RD 21),THORNBURY E LT (550 M W GREY RD 2),ART
576,,26,B,76.943,86.621,87.98,9.19,1.13,AC,THORNBURY W LTS (PEEL ST),MEAFORD E LTS (200 M E VINCENT ST),ART
577,,26,B,90.153,99.89,92.44,9.51,0.92,AC,MEAFORD W LT (FORD AVE),ST VINCENT/SYDENHAM TWP RD,ART
578,,26,B,99.89,115.026,89.74,9.26,0.98,AC,ST VINCENT/SYDENHAM TWP RD,OWEN SOUND E LT (14TH AVE E),ART
579,,26,E,43.516,50.393,88.18,9.31,1.25,AC,1.0 KM N OF NOTTAWASAGA RD 30/31,COLLINGWOOD E LTS (0.3KM E OF SIXTH LINE),ART
580,,26,W,43.516,50.393,86.17,9.14,1.31,AC,1.0 KM N OF NOTTAWASAGA RD 30/31,COLLINGWOOD E LTS (0.3KM E OF SIXTH LINE),ART
